_id,is_deleted,name,user_id,company_id,status_id,department_id,created_by,workflow_id,updated_at,created_at,id,expenses,user.id,user.name,user.email,user.id_role,user.status_id,user.company_type_id,user.currency,user.distance_unit_price,user.app_version,user.legal_texts_version,user.pop_checked,user.tyc_checked,user.created_at,user.updated_at,user.deleted_at,user.active_company,user.active_department,user.custom_id,user.custom_id_2,user.custom_id_3,user.language,user.active,user.last_login_date,user.login_error_count,user.skip_sso
68344dd9d73b0cb34701ec73,False,Hoja de gasto para todos los tickets del usuario,198868,73413,0,15174.0,195606,1,2025-05-26 11:17:45,2025-05-26 11:17:45,68344dd9d73b0cb34701ec73,[],198868.0,helena,helena23@correo.com,3.0,2.0,1.0,21.0,0.26,,1,0.0,0.0,2025-05-26 07:39:38,2025-05-26 07:55:22,,,,12345,hola2,hola3,,True,,,0.0
68344dd93632c6735e04f820,False,Hoja de gasto para todos los tickets del usuario,198872,73413,0,,195606,1,2025-05-26 11:17:45,2025-05-26 11:17:45,68344dd93632c6735e04f820,[],198872.0,helena,helena40@correo.com,3.0,2.0,1.0,21.0,0.26,,1,0.0,0.0,2025-05-26 08:04:38,2025-05-26 08:13:38,,,,12345,hola2,hola3,,True,,,0.0
68344dd93c95bc75130310a9,False,Hoja de gasto para todos los tickets del usuario,198891,73413,0,,195606,1,2025-05-26 11:17:46,2025-05-26 11:17:46,68344dd93c95bc75130310a9,[],198891.0,Danny Wilcox,ann96@example.com,3.0,2.0,1.0,21.0,0.26,,1,0.0,0.0,2025-05-26 09:47:55,2025-05-26 09:47:55,,,,1234,1234,1234,,True,,,0.0
68344dda39418ee6cf0b9c76,False,Hoja de gasto para todos los tickets del usuario,198892,73413,0,,195606,1,2025-05-26 11:17:46,2025-05-26 11:17:46,68344dda39418ee6cf0b9c76,[],198892.0,Tammy Chen,brenda30@example.net,3.0,2.0,1.0,21.0,0.26,,1,0.0,0.0,2025-05-26 09:48:12,2025-05-26 09:48:12,,,,1234,1234,1234,,True,,,0.0
683569e76e4edc97f10e7d2d,False,Hoja de gasto generada automáticamente,0,73413,0,15174.0,195606,1,2025-05-27 07:29:43,2025-05-27 07:29:43,683569e76e4edc97f10e7d2d,[],,,-,,,,,,,,,,,,,,,,,,,True,,,
68356bce38b849843b02ff62,False,Fugit inventore ratione nostrum,0,73413,0,15174.0,195606,1,2025-05-27 07:37:50,2025-05-27 07:37:50,68356bce38b849843b02ff62,['683438df0d58aa22320e1fbf'],,,-,,,,,,,,,,,,,,,,,,,True,,,
68356bd02713cf8e49082c95,False,Asperiores deserunt tenetur,0,73413,0,15174.0,195606,1,2025-05-27 07:37:52,2025-05-27 07:37:52,68356bd02713cf8e49082c95,['683438ddb2d25b27200882af'],,,-,,,,,,,,,,,,,,,,,,,True,,,
68356bd134f1d4704b0347b7,False,At sed,0,73413,0,15174.0,195606,1,2025-05-27 07:37:53,2025-05-27 07:37:53,68356bd134f1d4704b0347b7,[],,,-,,,,,,,,,,,,,,,,,,,True,,,
68356bd163496a422b002202,False,Neque ea necessitatibus,0,73413,0,15174.0,195606,1,2025-05-27 07:37:53,2025-05-27 07:37:53,68356bd163496a422b002202,['683438deb330fc26a00b6ccd'],,,-,,,,,,,,,,,,,,,,,,,True,,,
68356bd2e6cc6387c308421c,False,Aliquid est,0,73413,0,15174.0,195606,1,2025-05-27 07:37:54,2025-05-27 07:37:54,68356bd2e6cc6387c308421c,['683438dee6cc6387c308402a'],,,-,,,,,,,,,,,,,,,,,,,True,,,
